org_name,org_alt_name,ein_num,bio,city,state,assets,income
Neighborhood of Affordable Housing Inc,NOAH,04-2964630,"['affordable housing, <em>climate change</em> resiliency/environmental restoration, children and youth, housing services, bilingual non-profit, Community and economic development, Community improvement, Housing development, Environment, Natural resources, Human services, Shelter and residential care, Housing services, Ethnic and racial groups, Social and economic status, Economically disadvantaged people, Low-income', ""and Mitigation Counseling, First-Time Homebuyer Education, Rental Placement Assistance and Senior Homeowner Safety/Repair Services NOAH offers over twenty environmental restoration and justice, <em>climate change</em> mitigation or adaptation, and/or healthy living initiatives within or near Boston. These include children's and youth programs (including Soccer and the Schoolyard Summer Programs), the Chelsea""]",East Boston,MA,30349650,12033163
Jolt Action,JOLT,81-4715525,"['advocacy, social justice, democracy, Latino, Latinx, youth, civic engagement, racial justice,  <em>climate change,</em> Public affairs, Leadership development, Human rights, Antidiscrimination, Human services, Ethnic and racial groups, People of Latin American descent, Work status and occupations, Academics, Students, Artists and performers, Activists, Non-governmental organizations']",Austin,TX,912955,839084
"The Ida and Robert Gordon Family Foundation, Inc",,47-4828639,"["" sustainable agriculture, <em>climate change,</em> women's reproductive rights,"", ""addressing the intersection of <em>climate</em> and sustainable agriculture and other environmental challenges.  In addition, the foundation supports women's health programs and other current areas of need.  The foundation's endowment is responsibly invested, including in not-for-profit organizations consistent with the foundation's mission. sustainable""]",Fairfield,CT,9641075,2079727
"Partners of the Americas, Inc.",Partners,52-0848769,"['Partnerships, Alliances, Volunteers, Latin America, Fellowships, Chapters, Youth Development, Agriculture, Higher Education, <em>Climate Change,</em> Civil Society, Women, Gender Equality, Internship, Sports, International relations, International development, Philanthropy, International exchange, Community and economic development, Business and industry, Non-governmental organizations, Associations, Individual', ""long lasting partnerships.  Our five (5) distinct programs include:  100,000 Strong in the Americas, Partners Campus, Ambassadors for Prosperity, Aganar, and the President's Internship Program. <em>Climate change</em> and environmental protection are global challenges that must be addressed through the broadest, most diverse and inclusive strategies possible. Partners is ideally suited to help connect and engage""]",Washington,DC,24826747,28379935
Earth Documentary Resistance Ltd,Earth Documentary Resistance,82-2515871,"[' documentary, photography, film, storytelling, narratives, underserved, communities, <em>climate change,</em> environmental, Public affairs, Democracy, Civic participation, Arts and culture, Visual arts, Non-governmental organizations, Public charities']",Bronx,NY,0,0
William C Velasquez Institute Inc,WCVI,74-2378901,"[' Latino, Latin America, Advocacy, Immigration, Environment, <em>Climate Change,</em> Research, Public affairs, Democracy, Civic participation, Elections, Voter education and registration, Human rights, Ethnic and racial groups, People of Latin American descent, Non-governmental']",San Antonio,TX,147329,122499
Earth Child Institute Inc,ECI,20-0419094,"['seeking to ensure that the rights, needs and capabilities of children(http://earthchildinstitute.com/mission_work.shtml)  are reflected in your National Adapation Plan for Action (NAPA) to address <em>climate change</em>(http://earthchildinstitute.com/climatechange.shtml) ; a UN agency seeking to support the participation of children(http://earthchildinstitute.com/child-youth.shtml)  in an intergovernmental event', 'awareness, advocacy and action to address the global challenges of water scarcity, energy security, <em>climate change</em> and environmental degradation.&nbsp;Although global in magnitude, these challenges&nbsp;are largely experienced at community-levels, where children, young people and their families live.']",New York City,NY,0,0
Women in Solar Energy Corporation,"WISE, Women in Solar, Women in Solar Energy Corporation",46-4695178,"["" solar, diversity, inclusion, renewable energy, <em>climate change,</em> capacity building,, Community and economic development, Economic development, Employment, Environment, Human rights, Antidiscrimination, Women's rights, Sexual identity, Women and girls, Non-governmental organizations, Public charities""]",Pittsfield,MA,0,0
OHIO ENVIRONMENTAL COUNCIL,OEC,31-0805578,"['human health. As our planet warms due to human-caused <em>climate change,</em> researchers project that we will see more intense storms, fires, floods, and droughts. These events will impact our homes, infrastructure, food supplies, air quality, neighborhoods, and natural areas. Cutting greenhouse gas and aerosol emissions can limit the severity of <em>climate change</em> impact while creating new technologies and markets', ' fracking, energy, energy efficiency, renewable energy, sustainability, renewable, wetlands, factory farms, Lake Erie, diesel pollution, <em>climate change,</em> clean air, global warming, environmental health, methane, water, Ohio River, Lake Erie, Great Lakes, oil and gas, public lands, forest protection, environmental health, environmental justics, Environment']",Columbus,OH,3447632,3480882
Sun Valley Institute for Resilience Inc,Sun Valley Institute for Resilience,47-3151484,"[' <em>climate</em>/resilience advocacy, research, policy, <em>climate</em> changemakers, convenings, environmental protection, conservation, Environment, Natural resources, Agriculture, fishing and forestry, Community and economic development, Age ', 'accessible for residents of all ages and socioeconomic backgrounds. The coordination and support that we provide to farmers, restaurants, schools, organizations, businesses, and individuals helps create the <em>change</em> needed to achieve a resilient local and regional food system.Information on specific initiatives can be found at www.localfoodalliance.org SVIR advances resilience through: raising awareness to activate']",Hailey,ID,742191,745101
